classname         gbflux psfmagr flag_class        z                RA               DEC      bii       lii    a_v
GB6J074521+415726     33  19.200          1 2.847620        116.334200         41.957050  27.3277  177.4229  0.302
GB6J074523+401315     31  20.353          1 1.109580        116.342060         40.223721  26.9297  179.3185  0.313
GB6J074530+505259     45  20.201          0 0.000000        116.399903         50.865200  29.0260  167.4989  0.305
GB6J074542+314255    941  15.752          1 0.460880        116.423628         31.715727  24.6628  188.4297  0.259
GB6J074558+222702     33  19.058          6 0.351600        116.496606         22.447474  21.5953  197.9437  0.219
GB6J074559+331333    119  18.640          1 0.610000        116.497193         33.226147  25.1755  186.8616  0.259
GB6J074617+180726    147  20.760          1 0.746420        116.569454         18.122128  20.0173  202.2528  0.236
GB6J074625+254906    476  19.497          1 2.979000        116.607814         25.817263  22.8914  194.5811  0.246
GB6J074641+273454    421  21.413          1 1.700640        116.668474         27.583071  23.5420  192.7939  0.206
GB6J074729+363110    127  21.852          0 0.000000        116.874540         36.517067  26.3953  183.4495  0.331
GB6J074730+492042     69  18.150          1 1.710270        116.873517         49.339645  29.0997  169.2765  0.306
GB6J074810+300634    148  18.604          4 0.042090        117.039450         30.108482  24.6670  190.2914  0.225
GB6J074836+240021   1263  18.610          1 0.409000        117.150458         24.006708  22.7184  196.6078  0.326
GB6J074842+173500     47  18.789          1 1.087190        117.174045         17.582384  20.3351  203.0222  0.255
GB6J074904+451027    113  16.790          1 0.192000        117.277115         45.176075  28.6613  174.0157  0.265
GB6J074909+474817     58  18.923          1 1.569970        117.293057         47.801113  29.1312  171.0657  0.323
GB6J074910+481659     30  23.482          0 0.000000        117.295740         48.290497  29.2114  170.5127  0.305
GB6J074913+231310     35  18.178          4 0.175000        117.308456         23.221361  22.5734  197.4587  0.325
GB6J074915+351635     32  19.878          1 2.268170        117.323456         35.276081  26.4116  184.8932  0.286
GB6J074942+265917     33  22.840          0 0.000000        117.417948         26.989696  23.9720  193.6478  0.178
GB6J074956+310748     74  20.314          0 0.000000        117.491934         31.131518  25.3531  189.3501  0.245
GB6J074957+500335     34  22.100          4 0.646730        117.504894         50.057758  29.6083  168.5296  0.314
GB6J075000+182311    309  19.653          1 1.161000        117.501375         18.386501  20.9354  202.3607  0.286
GB6J075002+304021     45  21.223          0 0.000000        117.526653         30.672230  25.2414  189.8440  0.229
GB6J075002+443405     32  23.032          0 0.000000        117.497420         44.566914  28.6996  174.7311  0.247
GB6J075009+501505    229  19.403          1 2.097550        117.534757         50.251892  29.6539  168.3114  0.317
GB6J075010+671945     51  19.615          0 0.000000        117.539083         67.330238  30.5095  148.5744  0.245
GB6J075019+363007     81  18.917          1 2.029720        117.581442         36.500797  26.9392  183.6344  0.276
GB6J075020+481458    902  18.413          1 1.957000        117.585161         48.248211  29.3950  170.5952  0.298
GB6J075038+654114     52  17.671          1 0.748950        117.643461         65.690376  30.6003  150.4765  0.212
GB6J075039+192003    124  18.316          1 1.924000        117.666386         19.329811  21.4421  201.4911  0.215
GB6J075046+210657     31  22.276          0 0.000000        117.700224         21.110409  22.1411  199.7271  0.242
GB6J075055+413050     34  21.916          0 0.000000        117.730028         41.515385  28.2462  178.1696  0.265
GB6J075111+405303     33  22.579          0 0.000000        117.790460         40.887504  28.1535  178.8761  0.290
GB6J075137+265719    140  20.072          1 0.702340        117.904694         26.952229  24.3687  193.8446  0.176
GB6J075141+225817    102  21.586          0 0.000000        117.921618         22.967472  23.0089  197.9351  0.388
GB6J075144+411538    168  19.186          4 0.428990        117.938139         41.259968  28.3435  178.4911  0.272
GB6J075151+335532     51  20.305          1 2.057890        117.957638         33.921501  26.5405  186.5086  0.251
GB6J075153+331331    444  19.625          1 1.938000        117.973638         33.222168  26.3567  187.2623  0.279
GB6J075156+522309     45  20.439          1 0.188700        117.988852         52.385883  30.1972  165.9078  0.265
GB6J075221+353044     54  20.672          1 1.833670        118.090675         35.514664  27.0780  184.8237  0.257
GB6J075232+210014    159  22.318          0 0.000000        118.135328         20.999685  22.4773  200.0007  0.260
GB6J075240+373020    218  20.508          1 0.440000        118.170447         37.506752  27.6492  182.6736  0.250
GB6J075301+535301    964  17.899          6 0.000000        118.255770         53.883232  30.5059  164.1998  0.198
GB6J075303+423131    450  17.630          1 3.594144        118.263910         42.525211  28.8446  177.1394  0.244
GB6J075306+431926     33  20.048          4 0.559140        118.274395         43.323563  29.0098  176.2470  0.247
GB6J075310+152901     39  19.969          4 0.416810        118.292113         15.474934  20.4819  205.5400  0.194
GB6J075311+151024     82  20.579          0 0.000000        118.299085         15.169955  20.3653  205.8408  0.189
GB6J075353+214607    115  21.108          0 0.000000        118.472050         21.767151  23.0505  199.3511  0.338
GB6J075407+533055     38  18.812          1 1.651570        118.532802         53.513073  30.6358  164.6452  0.193
GB6J075419+251044     78  22.630          0 0.000000        118.581497         25.176319  24.3450  195.9050  0.313
GB6J075436+253346     94  22.497          0 0.000000        118.647530         25.560371  24.5313  195.5303  0.267
GB6J075437+352000     90  22.081          0 0.000000        118.655305         35.335556  27.4749  185.1542  0.249
GB6J075445+482339    231  17.009          6 0.000000        118.690302         48.397431  30.1438  170.5500  0.242
GB6J075449+303352    114  17.378          1 0.796000        118.703570         30.565283  26.1742  190.2979  0.246
GB6J075510+363150     30  21.540          0 0.000000        118.783708         36.528595  27.8805  183.8818  0.241
GB6J075529+232919     81  20.577          1 3.688915        118.870511         23.490469  24.0096  197.7388  0.327
GB6J075537+292046     30  18.604          1 0.505190        118.897598         29.346500  25.9639  191.6474  0.190
GB6J075600+260915     31  23.479          0 0.000000        118.999680         26.153023  25.0281  195.0318  0.217
GB6J075626+132527    225  19.480          1 0.478930        119.110193         13.428122  20.3736  207.8793  0.184
GB6J075628+371504    212  20.170          1 2.517150        119.117710         37.248791  28.3163  183.1648  0.256
GB6J075647+445902     94  22.141          0 0.000000        119.198070         44.981976  29.9616  174.5110  0.245
GB6J075658+515105    186  20.031          1 1.327220        119.248109         51.850067  30.9108  166.6197  0.279
GB6J075704+364839    149  21.014          0 0.000000        119.266005         36.809635  28.3248  183.6814  0.250
GB6J075716+353826     62  22.060          0 0.000000        119.325192         35.637409  28.0797  184.9832  0.241
GB6J075731+284456     89  21.664          0 0.000000        119.374080         28.747417  26.1750  192.4250  0.181
GB6J075738+252814    151  20.498          1 2.075420        119.408648         25.470207  25.1480  195.8780  0.221
GB6J075804+173906     75  19.565          1 1.987300        119.526980         17.659605  22.4307  203.8838  0.202
GB6J075809+415106     32  20.252          1 2.222900        119.546943         41.854107  29.6437  178.1089  0.223
GB6J075822+115518    106  23.466          0 0.000000        119.590273         11.918004  20.1727  209.5511  0.138
GB6J075835+210125     50  20.773          0 0.000000        119.646313         21.020981  23.7972  200.5423  0.281
GB6J075837+135756     88  17.798          1 2.203930        119.656784         13.959375  21.0756  207.5936  0.171
GB6J075846+270504     46  17.925          4 0.099000        119.695816         27.087656  25.9213  194.2779  0.177
GB6J075857+130906     31  22.806          0 0.000000        119.729555         13.143934  20.8058  208.4210  0.159
GB6J075924+180522     68  17.429          4 0.105880        119.858480         18.093000  22.8885  203.5817  0.171
GB6J075927+301029    138  17.626          1 0.999920        119.867857         30.174541  27.0168  191.0495  0.246
GB6J075934+252918     34  21.606          1 1.274460        119.895552         25.488687  25.5686  196.0208  0.185
GB6J075941+185545     35  21.712          0 0.000000        119.938738         18.936459  23.2794  202.7650  0.161
GB6J075956+484150     80  22.259          0 0.000000        119.983606         48.697842  31.0319  170.3342  0.206
GB6J080011+331445     30  20.634          0 0.000000        120.046248         33.241100  28.0281  187.7803  0.300
GB6J080012+303143     52  21.208          1 2.469830        120.046663         30.529974  27.2687  190.7186  0.259
GB6J080018+164548     53  18.449          6 0.308000        120.078306         16.765860  22.5688  204.9966  0.171
GB6J080018+370305     51  18.127          1 0.813960        120.073085         37.049866  29.0087  183.5914  0.263
GB6J080034+485416    129  21.045          1 2.133130        120.143223         48.906670  31.1612  170.1067  0.206
GB6J080036+501047     63  16.891          1 1.613000        120.150061         50.178966  31.3065  168.6284  0.244
GB6J080054+450042     39  20.345          1 2.362980        120.227580         45.013798  30.6852  174.6114  0.246
GB6J080117+521235     43  22.980          0 0.000000        120.322595         52.208347  31.6012  166.2712  0.241
GB6J080128+545500     37  21.693          6 0.000000        120.370202         54.919918  31.8068  163.0930  0.208
GB6J080132+473624     65  16.157          1 0.158300        120.383191         47.604462  31.1601  171.6399  0.224
GB6J080137+663910    148  20.973          0 0.000000        120.401588         66.652756  31.6653  149.2891  0.272
GB6J080210+260227     52  20.149          0 0.000000        120.538874         26.035959  26.2956  195.6575  0.160
GB6J080220+303606     42  18.880          1 1.640210        120.585465         30.595278  27.7316  190.7996  0.244
GB6J080236+492318     39  19.751          4 0.590410        120.658379         49.379246  31.5489  169.6009  0.207
GB6J080240+250922    285  19.945          1 1.667980        120.673285         25.153030  26.1207  196.6315  0.157
GB6J080244+525546    120  19.524          1 2.014270        120.683298         52.928902  31.8731  165.4454  0.204
GB6J080247+181004    457  20.649          1 1.586000        120.700135         18.163685  23.6549  203.8427  0.131
